team_id,team,promotion_type,segunda_goals_for_per_match,segunda_goals_against_per_match,historical_attack_ratio,historical_defense_ratio,peer_laliga_goals_for_per_match,peer_laliga_goals_against_per_match,segunda_rate_elasticity,initial_laliga_goals_for_per_match,initial_laliga_goals_against_per_match,attack_effect,defense_effect,historical_promoted_peers,confidence
racing_santander,Racing de Santander,direct,2.142857142857143,1.4523809523809523,0.7582483877678385,1.9527863777089782,1.013157894736842,1.6315789473684212,0.35,1.1851634937171889,1.9917592917106308,0.08413036032799401,0.45,8,low
deportivo,RC Deportivo,direct,1.5476190476190477,1.0476190476190477,0.7582483877678385,1.9527863777089782,1.013157894736842,1.6315789473684212,0.35,1.0575795929422906,1.776559864258688,-0.001293019786095916,0.3877289348219306,8,low
malaga,Málaga CF,playoff,1.7857142857142858,1.2380952380952381,0.7979577504887354,1.494019138755981,1.0,1.3947368421052633,0.35,1.1042171434084689,1.515720391648428,0.03107227177743028,0.26863793347619846,4,low
